,Name,Categoria
0,20MinutosNoOdioRM_55.txt,NoOdio
1,20MinutosNoOdioRM_56.txt,NoOdio
2,20MinutosOdioRM_48.txt,Odio
3,20MinutosOdioRM_49.txt,Odio
4,20MinutosOdioRM_50.txt,NoOdio
5,ElMundoNoOdio_43.txt,NoOdio
6,ElMundoNoOdio_44.txt,NoOdio
7,ElMundoOdio_46.txt,Odio
8,ElPaisNoOdio_22.txt,NoOdio
9,ElPaisOdio_19.txt,Odio
